Sno,Weight
0,0.03765417
1,-0.0062939003
2,-0.006548464
3,-0.014186458
4,0.025534753
5,-0.01295163
6,-0.014092048
7,0.011883883
8,0.0027284108
9,0.025813427
10,0.032815747
11,-0.024764737
12,-0.0117720915
13,-0.021776294
14,0.028369617
15,-0.05177585
16,-0.02414144
17,-0.023978133
18,0.027461132
19,0.03941598
20,-0.024502411
21,0.004400731
22,-0.0112661
23,-0.022593955
24,-0.015634026
25,-0.02142197
26,-0.00032914148
27,-0.019170694
28,-0.027707882
29,-0.0020709967
30,-0.016687268
31,-0.006042829
32,-0.0063382983
33,-0.017705671
34,-0.014197447
35,-0.0031996283
36,-0.016967589
37,-0.03483102
38,-0.01306013
39,-0.011785885
40,-0.022333985
41,0.02489545
42,0.036552858
43,-0.014936315
44,-0.0038330932
45,-0.022090143
46,-0.007894376
47,-0.003593185
48,0.00018709959
49,-0.023090918
50,-0.019272193
51,-0.0038199357
52,0.043585505
53,-0.008658434
54,-0.0056592706
55,-0.024926595
56,0.002859197
57,-0.027247922
58,-0.009832993
59,-0.012368857
60,-0.00973768
61,-0.01403498
62,-0.0028207987
63,-0.02235018
64,0.00781685
65,-0.008840461
66,-0.013292034
67,0.002078423
68,0.030499535
69,-0.00061089994
70,0.04523789
71,0.005096424
72,-0.01912531
73,-0.008067615
74,-0.01707721
75,-0.0085609825
76,-0.0038152973
77,-0.0061091552
78,-0.005583053
79,-0.0007817776
80,0.06257682
81,-0.026675705
82,0.0073802876
83,0.0009865776
84,-0.012394302
85,-0.017949322
86,-0.0117959445
87,0.044181824
88,0.050048374
89,0.025281401
90,0.0008027154
91,-0.022340361
92,-0.017958574
93,-0.0028785083
94,-0.0033049302
95,-0.01180663
96,-0.014434797
97,-0.010568264
98,-0.019357476
99,-0.021374922
100,-0.029068777
101,-0.01105692
102,-0.02120186
103,-0.001465968
104,0.000281278
105,-0.015294689
106,-0.0035849265
107,0.0063653006
108,-0.008718942
109,-0.005202575
110,-0.004170288
111,0.021847328
112,-0.019040257
113,0.026506942
114,-0.030226754
115,-0.002500609
116,0.0068608597
117,-0.02299032
118,-0.010151024
119,-0.0070327567
120,-0.006182174
121,-0.007467869
122,-0.015939819
123,-0.020743743
124,0.032057334
125,-0.014033918
126,-0.015675142
127,0.0041923057
128,0.031383716
129,-0.019627467
130,-0.030306512
131,-0.015318271
132,0.05881016
133,-0.016773395
134,-0.021093396
135,0.010441912
136,-0.010198846
137,0.051995344
138,0.045550343
139,-0.011328387
140,-0.0045770146
141,-0.009537012
142,0.039052777
143,-0.057519756
144,-0.002489394
145,-0.004301574
146,0.011416538
147,0.040651675
148,-0.024512108
149,-0.014385139
150,-0.010812918
151,-0.019956931
152,0.0007060173
153,-0.002155571
154,-0.014310487
155,-0.012337494
156,-0.010923233
157,-0.02636584
158,-0.051038235
159,-0.0077022556
160,-0.016797468
161,-0.02703974
162,-0.01841438
163,-0.010720008
164,-0.011595691
165,-0.050352227
166,0.0073946454
167,-0.025293656
168,-0.013567406
169,0.025974385
170,0.03555298
171,0.006821916
172,-0.0015064467
173,-0.022821674
174,-0.016973203
175,-0.011149282
176,-0.012104221
177,0.009849461
178,-0.019104995
179,-0.026805606
180,0.05426346
181,-0.020925228
182,-0.009713935
183,0.0006491706
184,-0.028613735
185,-0.015908973
186,-0.024149617
187,-0.016661773
188,-0.007977895
189,-0.01757388
190,-0.012949894
191,-0.014898681
192,-0.011931188
193,0.0046235286
194,-0.02663985
195,0.0048720287
196,-0.01708734
197,-0.009079095
198,0.0432835
199,0.0138235185
200,-0.012107193
201,-0.011328052
202,-0.010406942
203,-0.017957263
204,-0.009738225
205,-0.0044575473
206,-0.016088333
207,-0.008286614
208,0.024177695
209,-0.01428609
210,0.009063
211,-0.002218144
212,-0.027151415
213,-0.012347307
214,0.0061695306
215,0.031062247
216,-0.010066048
217,0.014155388
218,0.0053160572
219,-0.0055072797
220,-0.018903885
221,-0.009597199
222,-0.021741055
223,-0.020960495
224,0.003755616
225,-0.015120484
226,-0.028368162
227,-0.004470739
228,-0.026181582
229,-0.016058324
230,-0.00759273
231,-0.008517055
232,0.0029958407
233,-0.013691071
234,-0.015056721
235,-0.0031333172
236,-0.0048012743
237,-0.023245241
238,-0.004708962
239,0.038401574
240,-0.020529522
241,0.05018137
242,-0.016779086
243,-0.0044638617
244,-0.0077957544
245,-0.023359817
246,-0.0050262134
247,-0.0063868538
248,-0.01484047
249,-0.0069722
250,-0.011704817
251,-0.022226052
252,0.015786644
253,-0.028926702
254,-0.0054496955
255,-0.012557494
256,-0.0016942383
257,0.026409203
258,0.050359625
259,0.02787966
260,-0.016856685
261,0.022521421
262,0.026922278
263,0.02683495
264,0.019806372
265,-0.037386924
266,-0.06310664
267,0.03223274
268,0.029737351
269,0.030429872
270,-0.04093137
271,0.01355013
272,0.03141748
273,0.032488413
274,0.0052514365
275,-0.022712098
276,0.032658055
277,0.032204166
278,0.03284576
279,0.023832299
280,0.029217375
281,0.015590108
282,0.02714426
283,0.032070577
284,0.028683085
285,0.048647083
286,0.062058408
287,0.033307053
288,0.043589544
289,0.038799357
290,0.020272955
291,0.037400465
292,0.033724383
293,0.037669513
294,0.028805958
295,0.047117744
296,0.034840144
297,-0.031743817
298,0.007661202
299,0.047618993
300,0.03775657
301,0.03885044
302,0.040062096
303,0.023915317
304,0.048095684
305,0.037080772
306,0.02823204
307,0.013804631
308,-0.030620594
309,0.031125039
310,0.037340224
311,0.043489996
312,0.025805648
313,0.04619903
314,0.032598104
315,0.025716675
316,0.045155086
317,0.01969831
318,0.009345261
319,0.04109214
320,0.024077937
321,0.035166267
322,0.03489021
323,0.037631772
324,0.011555613
325,0.032693453
326,-0.031622436
327,0.031719793
328,0.04436715
329,0.036991425
330,0.04737561
331,0.032066647
332,0.04589349
333,0.039523475
334,0.03401021
335,0.041818123
336,-0.05700787
337,0.029506132
338,-0.024525553
339,0.038577735
340,0.04188552
341,0.02851974
342,0.03865373
343,-0.00082831265
344,0.015121749
345,-0.013155533
346,0.0130686145
347,0.03627089
348,0.022114936
349,0.03609448
350,0.024159992
351,0.0426042
352,0.02967698
353,0.035792895
354,0.062193304
355,0.007543075
356,0.040168133
357,0.023914
358,0.029139472
359,0.010201273
360,0.049533993
361,0.02948742
362,0.013255566
363,0.030459372
364,0.0466295
365,-0.09965503
366,0.027514033
367,0.024181506
368,0.03998305
369,-0.01903939
370,0.02914217
371,0.023345333
372,0.04017092
373,0.016141456
374,0.04015002
375,0.033114582
376,0.026955968
377,0.023580683
378,0.033840407
379,0.04543039
380,0.07266518
381,0.029811315
382,0.04094449
383,0.049143855
384,-0.046284467
