Sno,Weight
0,-0.007246038
1,0.010605591
2,-0.044357724
3,0.0055373237
4,-0.014993044
5,0.010977675
6,-0.008372074
7,-0.024993327
8,-0.014742167
9,0.009616104
10,0.01964277
11,-0.014599798
12,-0.037111435
13,0.01573174
14,0.039514996
15,-0.067870475
16,-0.04515468
17,0.019040314
18,0.024740286
19,-0.021018818
20,-0.061112534
21,-0.00114646
22,0.023394635
23,0.033923067
24,0.029512063
25,-0.04181349
26,-0.02003317
27,0.12245712
28,-0.002500977
29,-0.035817083
30,-0.015185489
31,-0.032517094
32,0.024230579
33,-0.0034591511
34,-0.008047454
35,0.01578204
36,0.013274183
37,0.03722008
38,0.00975701
39,0.012188314
40,0.029590702
41,-0.032032423
42,0.073444694
43,-0.011995363
44,0.0011568755
45,0.008403667
46,-0.018306674
47,-0.03853906
48,-0.026664931
49,-0.013423143
50,-0.032594755
51,-0.008389804
52,0.031473167
53,-0.030149218
54,-0.024899973
55,-0.028024234
56,0.02875136
57,0.048772182
58,0.04006237
59,-0.037571028
60,-0.023565475
61,-0.012142874
62,0.0156781
63,0.025554752
64,0.017981531
65,-0.023028906
66,0.024007607
67,-0.028735958
68,-0.036919896
69,-0.027298743
70,-0.03612254
71,-0.019181157
72,-0.056411978
73,0.02381134
74,0.029509012
75,0.009602079
76,0.0022462285
77,-0.019051064
78,0.010789463
79,-0.03177325
80,0.029330723
81,-0.02820289
82,0.0061589666
83,0.019962134
84,0.041621033
85,-0.01898243
86,-0.01330602
87,0.034305375
88,-0.04057866
89,-0.053635437
90,0.060099818
91,0.012278809
92,0.006106451
93,0.016540378
94,-0.01562367
95,-0.011709452
96,0.016067749
97,0.05556093
98,-0.046882253
99,-0.0028372665
100,0.031022415
101,-0.042788137
102,0.016415216
103,0.006505102
104,0.0041443002
105,0.033949245
106,-0.036009252
107,0.0056675035
108,0.03568988
109,0.027277838
110,-0.025039762
111,-0.023137204
112,0.021607462
113,0.008910778
114,-0.0521307
115,-0.019176608
116,0.047501907
117,-0.003067847
118,-0.010768844
119,-0.02451328
120,-0.045161244
121,-0.023240235
122,0.015077689
123,-0.034912493
124,-0.009854402
125,0.0036359946
126,-0.031177966
127,0.005298293
128,0.0225942
129,0.021041926
130,-0.0033590908
131,0.018041927
132,0.03198745
133,0.01828774
134,-0.043052673
135,-0.01903096
136,0.041901786
137,0.03543467
138,-0.004241179
139,0.01713821
140,0.009052754
141,0.01338196
142,0.03910306
143,-0.06790471
144,-0.05810645
145,0.01421268
146,-0.0010488306
147,-0.047546353
148,0.016961357
149,0.021343406
150,0.012552893
151,-0.035446484
152,0.019482398
153,0.008058424
154,0.024681536
155,0.002790709
156,0.021588374
157,0.04385951
158,-0.06128755
159,0.05127889
160,0.027580244
161,0.040607218
162,-0.029334089
163,0.02742235
164,-0.032271054
165,-0.03501945
166,0.028238747
167,0.02552772
168,0.030702105
169,0.028152477
170,-0.008414825
171,0.028165447
172,-0.0016470744
173,0.05327254
174,0.044734716
175,0.034489833
176,0.038475957
177,0.024480013
178,0.013549897
179,0.036017306
180,0.010193627
181,0.040522866
182,0.063886404
183,0.038705345
184,-0.0009421025
185,0.003026743
186,0.0352354
187,0.037536733
188,0.025858115
189,0.033385366
190,0.003977626
191,0.025190078
192,-0.048014045
193,0.031377375
194,-0.01579723
195,0.040389378
196,0.030467596
197,0.011887163
198,-0.041189395
199,0.0632443
200,-0.03343148
201,-0.084776565
202,0.051422868
203,0.016550606
204,0.028744837
205,0.021796541
206,0.018874187
207,0.04010512
208,0.004230424
209,0.03120451
210,0.022561943
211,0.019194296
212,-0.05167285
213,0.039315943
214,-0.004734094
215,-0.057135593
216,-0.008820512
217,-0.05635018
218,0.05354343
219,0.017692637
220,-0.03191628
221,0.020001562
222,0.02991995
223,-0.04838151
224,0.034526158
225,0.009171954
226,0.0051325676
227,0.025229553
228,0.0066909925
229,-0.0250128
230,0.05825525
231,0.029691318
232,0.016886335
233,-0.06616033
234,-0.036070436
235,0.046069298
236,0.050668623
237,-0.008214715
238,-0.025151074
239,-0.053896993
240,0.008884923
241,-0.13603666
242,-0.03442984
243,0.0067269914
244,-0.015024793
245,0.01041049
246,0.017905576
247,0.010037394
248,-0.046606496
249,0.02879055
250,0.0119258
251,0.010119826
252,0.049095187
253,0.014273926
254,0.024880944
255,0.0029514777
256,0.030300701
257,0.027059352
258,0.013234721
259,0.009225567
260,-0.0504908
261,-0.0545579
262,0.014700989
263,0.026611801
264,-0.045074068
265,0.037954226
266,0.04662985
267,-0.042138904
268,0.03012766
269,0.014890219
270,0.0066661127
271,-0.015245144
272,0.049750082
273,0.0236536
274,0.008641489
275,0.007948771
276,-0.08184613
277,0.049189676
278,0.013204237
279,-0.014816105
280,0.032383412
281,0.02529462
282,-0.04011048
283,0.040792834
284,0.019071637
285,-0.027989518
286,0.018084818
287,-0.03342474
288,-0.06447915
289,0.029976156
290,-0.003575609
291,0.03585643
292,0.024896733
293,-0.03033549
294,0.019086424
295,0.026797483
296,0.00764275
297,0.021204952
298,-0.032701496
299,-0.00056006125
300,0.0125622265
301,0.052386146
302,0.0010783902
303,0.0284412
304,0.005965204
305,0.030730426
306,0.021493224
307,-0.01775976
308,0.040580742
309,0.023276836
310,-0.038141843
311,0.041453086
312,0.007633802
313,-0.01457114
314,-0.010680799
315,0.011998228
316,-0.014026585
317,-0.033842288
318,0.013677594
319,0.055528037
320,0.041612443
321,0.022936122
322,0.042988814
323,-0.050498378
324,0.02584707
325,0.03571289
326,0.017794058
327,-0.042548433
328,0.0786789
329,0.081523605
330,0.04659305
331,-0.0121936975
332,0.028952539
333,0.01795444
334,0.018246992
335,0.02731037
336,0.010109566
337,0.016099997
338,-0.006620777
339,0.0147459
340,-0.06213989
