Sno,Weight
0,-0.010724615
1,-0.013269683
2,-0.0026027884
3,-0.0016625789
4,-0.009056426
5,-0.0010042948
6,0.0064366204
7,0.0053383135
8,0.030684829
9,-0.0030752819
10,-0.0018448019
11,0.03639391
12,0.017043993
13,-0.0030766127
14,-0.0047599673
15,0.003429927
16,-0.012617345
17,0.023645967
18,-0.0029458953
19,0.011471782
20,-0.011464934
21,0.0043457206
22,-0.006041135
23,-0.00037990732
24,-0.004983923
25,-0.013359341
26,0.03770072
27,0.004901994
28,-0.010896385
29,0.009978869
30,-0.0062552225
31,-0.0069595953
32,-0.010962577
33,-0.017659757
34,0.03790623
35,-0.0034433817
36,-0.023010504
37,0.00041401596
38,-0.024352495
39,0.035749357
40,0.0019413356
41,0.018975236
42,-0.016811773
43,-0.014706222
44,-0.0033064177
45,-0.01031317
46,-0.013278139
47,-0.0077313487
48,-0.003958776
49,-0.015412444
50,-0.004746491
51,-0.005354176
52,0.030059537
53,0.0078103375
54,-0.011543371
55,-0.00040258933
56,-0.042036228
57,0.0022040426
58,-0.03156848
59,0.01659145
60,0.011485551
61,0.0038795974
62,-0.016611004
63,0.028195215
64,-0.0027452416
65,0.00038833334
66,-0.0054195183
67,0.01349409
68,-0.0035541337
69,-0.0018634862
70,-0.018172307
71,0.04777853
72,-0.01338348
73,-0.0037852593
74,0.013914228
75,-0.015875205
76,-0.0157358
77,-0.011761174
78,0.0044716257
79,-0.018294627
80,-0.0072017685
81,-0.0061648474
82,0.0065607303
83,0.04108216
84,0.03389097
85,-0.0026993868
86,0.02265537
87,0.01894856
88,-0.0053674732
89,0.0030162581
90,-0.012708184
91,-0.0047419486
92,-0.0033994974
93,-0.023669032
94,-0.058384206
95,-0.0055274344
96,-0.013144766
97,-0.011254541
98,-0.011309359
99,0.019860204
100,0.022980496
101,0.0035410323
102,0.00045418926
103,-0.0026853608
104,0.0060742404
105,-0.0078309085
106,0.006174259
107,-0.011899736
108,-0.010713166
109,0.002260677
110,0.014669865
111,0.019354213
112,-0.0136274
113,-0.0068680644
114,0.005437158
115,-0.005755194
116,0.0048204456
117,-0.015133798
118,0.04314002
119,-0.009165911
120,-0.021404251
121,0.0028334288
122,0.016417118
123,0.0036585506
124,0.0081031965
125,0.00079013605
126,-0.01077281
127,0.013566826
128,-0.0065937303
